,customerid,birthdate,bank_account_type,bank_name_clients_Access Bank,bank_name_clients_Diamond Bank,bank_name_clients_EcoBank,bank_name_clients_FCMB,bank_name_clients_Fidelity Bank,bank_name_clients_First Bank,bank_name_clients_GT Bank,bank_name_clients_Heritage Bank,bank_name_clients_Keystone Bank,bank_name_clients_Skye Bank,bank_name_clients_Stanbic IBTC,bank_name_clients_Standard Chartered,bank_name_clients_Sterling Bank,bank_name_clients_UBA,bank_name_clients_Union Bank,bank_name_clients_Unity Bank,bank_name_clients_Wema Bank,bank_name_clients_Zenith Bank
16,8a858e6c5c88d145015c894de1a91c5c,30,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
17,8a858eb45876dcc501587dae11f2283e,29,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,8a858f2f54e28d530154ecdd303004fa,35,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,8a858fef570f30e501571fd446d44c81,31,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20,8a858f6c570f2d660157238b0c4a1bdd,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21,8a85893d542e18bc01542e37365c120a,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
22,8a8588f35438fe12015444567666018e,34,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,8a858f275c451af5015c49a2c43b5fb2,33,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,8a858e045cd5b1d6015cd9c070a212a5,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25,8a858e2155defefd0155e12953ee00a1,29,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,8a858e4b5a7f868b015a80f3822d505b,31,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27,8a858f0056b7cf8e0156bbeefc4933cc,37,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,8a858f0e5a6171ba015a648137c361bc,25,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29,8a858f125c5f88b1015c603d2810428c,34,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30,8a858ee75a6156c0015a635f394a5f79,36,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,8a858eed5af07cc4015af10da7565173,42,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32,8a858f445d41ebbe015d50c105334acc,32,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33,8a858f285d3ca5c4015d3cbb1f94073a,41,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34,8a858f225bfdb280015c108bf6f53281,31,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
35,8a858f6c5cac8f53015cafeb15141be1,26,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
36,8a858f675c1c43bc015c2049f2d20224,42,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,8a858f7e564ad338015654d3a5c242a5,30,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38,8a858e165b90faf9015b9a873738471e,31,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,8a858ea4582fcdc80158338316a258e3,39,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,8a858f3c5c16cadb015c177e274650b9,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
41,8a858f2b5bf35819015bf3cc59193622,33,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
42,8a858ec555f82a230155f92ff37d0b31,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43,8a858f255cb1710a015cb56393f60d1b,45,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44,8a858f6f5b3f095b015b4083532532a0,27,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45,8a858fa257d8223c0157e7e6ce253dd8,30,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46,8a858f335cd0c78e015cd435d7192800,37,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47,8a858953548fb0c001549b31ac5f6dda,33,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,8a858eba5b681df4015b7b63e6ed6a23,30,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
49,8a858f8e5986f510015987965aa9183a,39,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50,8a858ee55cb156e6015cb650b14467f0,23,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
51,8a858f9157f7b9670157fa9d4e7546e0,44,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
52,8a85883353d0c4e90153dfca251168bc,29,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53,8a858fa55acd8061015ad15eb8b47940,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
54,8a8589a053acc39e0153b217f3d031cb,30,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
55,8a858e2e5bb57a37015bbe3c1af53cac,29,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
56,8a8588c9548a33b201548b3cdb0f0c53,29,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,8a858e345bd96da8015bdcde39b37570,35,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58,8a858e0f5c45466f015c4a6560255de7,35,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
59,8a858fe758dc437a0158e524adb32ae2,28,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60,8a858e185b4923b4015b4ae48d28646a,31,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
61,8a858f725be8d4ff015bec5207ce5524,33,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
62,8a858e2c5cc64f70015cc942825e71ae,33,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
63,8a858fbd5cd6054a015cda2ad0aa086d,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
64,8a858fba5cd5feee015cdb7d7d574f0f,45,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65,8a858fd85b685607015b75c2390b7173,31,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
66,8a858fe8555f401f0155679de3f04eb4,31,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
67,8a8589b953bc23f70153c887b4b45c9a,25,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
68,8a858e935b496584015b496cdac50369,28,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
69,8a858e1d5b2510b2015b2c76fe45726a,52,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
70,8a76e7d443e6e97c0143ed0a1f4d5331,40,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71,8a8588bd5369b66d01536e7b60501609,39,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,8a858f985b3db23f015b3ddf9cd73ed5,35,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
73,8a858eae5c356262015c35894b181c1b,33,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
74,8a858e6d5b252065015b2fa1ee3843da,33,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
75,8a858f6e5a951fc2015a9e8c2e4f4436,43,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76,8a858e2d5bc95851015bc98eb8fc1575,32,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
77,8a858f6057e2dba50157f3558ac902d4,32,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
78,8a858e885c63d379015c730aa5f46f8b,34,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79,8a858e9156e137c601570b4d23a949fc,32,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80,8a858fd35b5dfefb015b5e18a7ee15aa,31,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
81,8a858eea5c82f136015c82f59f3201c7,28,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,8a858f305c8dd672015c9439eb1c6964,28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
83,8a858f7e5c69a6e3015c74334d791005,31,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
84,8a858f8e597cf3f401598353f79a7171,28,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
85,8a858e6a5bfd4b54015c067c589f44c6,45,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
86,8a858fa257d8223c0157e3c2a5e45d82,27,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
87,8a8589005384ab570153880ceba74594,39,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
88,8a8588dc536a1413015375acd19d4154,28,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
89,8a858e225c404292015c4f19fdfb148a,35,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
90,8a858e865bd4175e015bd85ed8ed6940,26,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
91,8a858f73594ab1ea01595e72de584bca,32,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
92,8a858eb4588604f701589b300e2768ee,31,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
93,8a858ff5562dc3b601562e96135108e3,23,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
94,8a858fdc57b91cfc0157d2d576b01016,26,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
95,8a858ef45cd09b8c015cd4d82f22728d,23,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,8a858f1b5b256bc9015b2f7ff2d860fb,26,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
97,8a858f725b49c0c0015b4de5320b0e90,33,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
98,8a858fc75cd62882015ce0364fc515ca,36,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
99,8a858e205af28299015af2acd2ff06a6,31,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100,8a858ed457a040d30157b40881a25091,26,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
101,8a858f2a5b3f2121015b42331f955db2,27,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
102,8a858e285ba4bf33015ba50277171d93,32,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
103,8a858e225c404292015c4bc05b45616d,39,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
104,8a858ee755a0c84a0155b50a08352311,40,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
105,8a8588f754a058cb0154b922d7fe1ffd,35,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
106,8a858f305c8dd672015c92b0711a3333,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,8a858f7e5c886ca9015c89471cef5b44,29,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
108,8a858e685c217d36015c2fedb165662b,29,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
109,8a858f5d5963fbb701597473936c208a,33,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
110,8a858fd85b685607015b70cf46b509b2,42,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
111,8a858fa154e2912f01551033886c784b,29,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
112,8a858e5357d823010157ddcb238e0d02,28,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
113,8a8588fd53f1099e01540ec7527b308c,38,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
114,8a858eba5c884d2a015c8bea59385157,35,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
115,8a8588235384a58d0153a80649f43890,42,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,8a858e415c5a2000015c5a85158e2fd3,30,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
117,8a858f11594a388001595ad3f6c06395,25,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,8a8588dd54a3ead30154ada314c44e09,38,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119,8a85886f54517ee0015470749d3c3ce7,33,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
120,8a858e5856b7840c0156c2db475368e4,24,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
121,8a858eda552adcc2015553a6385628e7,31,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
122,8a858ee45beda286015befb09fca0d6f,31,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
123,8a858e885c63d379015c682355b72343,37,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
124,8a858f955cc6631f015ccabe708129ed,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,8a858eda5c8863ff015c911534db43b8,33,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
126,8a858e0256b781d80156d77deb7222b8,51,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,8a858f1f5c834d4f015c85f0235d6562,41,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
128,8a858fd45a4260bc015a469e3c74060a,24,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
129,8a8589b953bc23f70153c871f9e25781,33,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
130,8a8589b953bc23f70153c79a4b241b3d,31,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
131,8a858f035ab947e3015abdb1094c6d45,27,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
132,8a858f1f586c8fc801586cc4516e1b5c,36,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133,8a858fc65d138f01015d14ba1ceb685b,42,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
134,8a858ef35d0cff86015d0d51923d2548,33,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
135,8a858fe758dc437a0158eb12515362d4,32,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
136,8a858e425d5c1d76015d5fd6a1004453,38,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
137,8a858f74584a54aa015854d6e7027ac1,38,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138,8a858fca5c35df2c015c39ad8695343e,38,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
139,8a858ffe5ab2b16a015ab3180c915303,32,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
140,8a858fe55656a93801565e0c6d4575d6,36,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
141,8a8589f853f100fb015409cd02170e67,42,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
142,8a858f5d5963fbb701596945e671298c,30,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
143,8a858ea75ba01fdf015ba4313c283d37,42,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
144,8a858fee5863a049015864ec37223d8b,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,8a858f305c8dd672015c9cc94b4c2adb,29,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,8a8589b953bc23f70153ccc3fd3519c7,41,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
147,8a858ebc5bd450fe015bd5375abb3175,26,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
148,8a858fcf558237b401558b07734101d6,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
149,8a858f98560bbe110156217f2b324081,25,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
150,8a858f1b5b256bc9015b2f5280ff57dd,30,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
151,8a858f9f5bd99987015be35f3b5730fe,35,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
152,8a858ed55c63db54015c705c10a864c9,39,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
153,8a858e595b42b641015b42bed45707ec,30,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
154,8a858eda5984353b01598957192919d7,36,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
155,8a858f0c57d3fe8e0157dcd14f854fb7,33,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
156,8a8589d754a05c0a0154a492f1746b13,46,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
157,8a8588f6548fb0c20154957369615d27,35,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158,8a858e035b62dff0015b63c73aba6d9a,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,8a858fca5c35df2c015c39ad8695343e,38,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
160,8a858e36590808e301592ae6ca1a0f3b,37,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,8a858fc259d7378a0159da1f629a0741,35,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
162,8a85890754145ace015429211b513e16,41,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
163,8a858eaf570f3a0a01571e1288e00047,34,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
164,8a858f505c7e3a50015c81f70ee35ff5,26,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
165,8a858e3c5cac9fcc015cb09fdd925a5a,26,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
166,8a858e51584a1fc70158595f611e49e6,44,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,8a858e6a5bfd4b54015c0297d9ee75fb,38,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,8a858e035693e02901569984732a33ea,34,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
169,8a858e105bd92644015be762bf10576f,27,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
170,8a8589045384bd8301539e05b3d35023,32,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
171,8a858e285aa8cfc1015aa8fd90951f5a,41,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,8a858ebb5a18039b015a183953ea16cc,32,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
173,8a858e6f5668e01701567479d1ae3320,29,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
174,8a858e2159f3c9030159f4336f1925f4,38,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
175,8a858e135cb22031015cb7f9700e06f8,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
176,8a858f54589736f401589857085e3b5b,26,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,8a858e475c127bce015c1a358a222097,30,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,8a858966538deb190153a3e3cce916e9,27,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
179,8a858fcb5ca240f7015ca6656e972612,34,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
180,8a858fe45cd62cbf015ce93a8a26355d,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
181,8a858e885b68546c015b736088184034,30,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
182,8a858f935ca09667015ca0ee3bc63f51,28,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
183,8a858e495cef1ef1015cf16757660080,32,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
184,8a858e235be813f6015be923ff0d621f,35,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
185,8a858ea35a5b46ec015a5d1596805e48,30,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
186,8a858f5c5bfc7082015bfc91ab1c169b,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
187,8a858faf55d95d930155db6ec1274592,25,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,8a858edf594a45ed01594bd668493b10,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
189,8a858fa25c120898015c16abe1cb45f4,44,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
190,8a858f5e5cf45779015cf47ed8db1872,27,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
191,8a858e335d1dd902015d2c79c1c6425b,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
192,8a858eba5c884d2a015c887b946e2236,41,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
193,8a858ee75afc09f4015aff3cdad86a6f,42,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
194,8a858e425700714c015700c9da261e46,41,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
195,8a858fb15b34a708015b37eeb86e0008,40,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
196,8a858fd75ba49873015ba4e0e0881d32,43,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
197,8a858f1f58716185015877272a5b5d18,31,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
198,8a858fd85b685607015b75bab2977053,36,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
199,8a858f8e5d0dc74e015d0de015760ef2,29,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
200,8a858ed159fabcd30159fb47c7062202,43,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
201,8a858f74584a54aa015862440ad90e4d,42,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
202,8a858f955a61ad4e015a669234707a25,29,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
203,8a858f25584470aa015852a3fee27b75,26,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
204,8a85889853f0fbaa0153f22d15cc4a8b,49,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
205,8a858ef258d4a48b0158dac227745fc0,24,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
206,8a858f465668e3d60156731df06205ef,27,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
207,8a858e445ca25ee3015ca6262dd83aaf,27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
208,8a858e195b90e512015b99fbb1dc677a,30,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
209,8a858e6f5668e0170156849effb35b01,41,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
210,8a858f2c5ca72bae015ca8b479831073,27,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,8a858f1554e294490154f1aed36c042f,38,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
212,8a858e345bd96da8015bdf75f0096214,32,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
